Id,WnvPresent
1,0.0012307692307691465
2,0.0012307692307691465
3,0.0012307692307691465
4,0.0010641025641024981
5,0.0010641025641024981
6,0.0010641025641024981
7,0.0010641025641024981
8,0.0010641025641024981
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0006249999999999867
18,0.0006249999999999867
19,0.0006249999999999867
20,0.0006249999999999867
21,0.0006249999999999867
22,0.0006249999999999867
23,0.0006249999999999867
24,0.0006249999999999867
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0003406369411218524
58,0.0003406369411218524
59,0.0003406369411218524
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0006666666666667043
82,0.0006666666666667043
83,0.0006666666666667043
84,0.0006666666666667043
85,0.0006666666666667043
86,0.0006666666666667043
87,0.0006666666666667043
88,0.0006666666666667043
89,0.0010000000000000009
90,0.0010000000000000009
91,0.0010000000000000009
92,0.0010000000000000009
93,0.0010000000000000009
94,0.0010000000000000009
95,0.0010000000000000009
96,0.0010000000000000009
97,0.0020000000000000018
98,0.0020000000000000018
99,0.0020000000000000018
100,0.0020000000000000018
101,0.0020000000000000018
102,0.0020000000000000018
103,0.0020000000000000018
104,0.0020000000000000018
105,0.0002728403309523175
106,0.0002728403309523175
107,0.0002728403309523175
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.00014285714285711126
130,0.00014285714285711126
131,0.00014285714285711126
132,0.00014285714285711126
133,0.00014285714285711126
134,0.00014285714285711126
135,0.00014285714285711126
136,0.00014285714285711126
137,0.0009395069976190218
138,0.0009395069976190218
139,0.0009395069976190218
140,0.0006666666666667043
141,0.0006666666666667043
142,0.0006666666666667043
143,0.0006666666666667043
144,0.0006666666666667043
145,0.0006666666666665932
146,0.0006666666666665932
147,0.0006666666666665932
148,0.0006666666666665932
149,0.0006666666666665932
150,0.0006666666666665932
151,0.0006666666666665932
152,0.0006666666666665932
153,0.0013406369411218533
154,0.0013406369411218533
155,0.0013406369411218533
156,0.0010000000000000009
157,0.0010000000000000009
158,0.0010000000000000009
159,0.0010000000000000009
160,0.0010000000000000009
161,0.0003406369411218524
162,0.0003406369411218524
163,0.0003406369411218524
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0010000000000000009
178,0.0010000000000000009
179,0.0010000000000000009
180,0.0010000000000000009
181,0.0010000000000000009
182,0.0010000000000000009
183,0.0010000000000000009
184,0.0010000000000000009
185,0.0003406369411218524
186,0.0003406369411218524
187,0.0003406369411218524
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0005406369411218304
194,0.0005406369411218304
195,0.0005406369411218304
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0004999999999999449
210,0.0004999999999999449
211,0.0004999999999999449
212,0.0004999999999999449
213,0.0004999999999999449
214,0.0004999999999999449
215,0.0004999999999999449
216,0.0004999999999999449
217,0.0003406369411218524
218,0.0003406369411218524
219,0.0003406369411218524
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0006666666666667043
226,0.0006666666666667043
227,0.0006666666666667043
228,0.0006666666666667043
229,0.0006666666666667043
230,0.0006666666666667043
231,0.0006666666666667043
232,0.0006666666666667043
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0002728403309523175
266,0.0002728403309523175
267,0.0002728403309523175
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.00014285714285711126
298,0.00014285714285711126
299,0.00014285714285711126
300,0.00014285714285711126
301,0.00014285714285711126
302,0.00014285714285711126
303,0.00014285714285711126
304,0.00014285714285711126
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.00014285714285711126
314,0.00014285714285711126
315,0.00014285714285711126
316,0.00014285714285711126
317,0.00014285714285711126
318,0.00014285714285711126
319,0.00014285714285711126
320,0.00014285714285711126
321,0.0012222222222221246
322,0.0012222222222221246
323,0.0012222222222221246
324,0.0012222222222221246
325,0.0012222222222221246
326,0.0012222222222221246
327,0.0012222222222221246
328,0.0012222222222221246
329,0.0003050983954684394
330,0.0003050983954684394
331,0.0003050983954684394
332,3.22580645161219e-05
333,3.22580645161219e-05
334,3.22580645161219e-05
335,3.22580645161219e-05
336,3.22580645161219e-05
337,0.0004999999999999449
338,0.0004999999999999449
339,0.0004999999999999449
340,0.0004999999999999449
341,0.0004999999999999449
342,0.0004999999999999449
343,0.0004999999999999449
344,0.0004999999999999449
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0012735919642407056
354,0.0012735919642407056
355,0.0012735919642407056
356,0.0010641025641024981
